province,asthma_live_discharges,bronchitis_live_discharges,asthma_deaths,bronchitis_deaths,asthma_cfr,bronchitis_cfr
Central,4959.939393939394,2883.151515151515,21.87878787878788,91.3030303030303,9.524848484848485,374.0993939393939
Eastern,4959.969696969697,1187.939393939394,5.96969696969697,18.181818181818183,1.6515151515151516,1.7115151515151514
North Central,4735.727272727273,1256.909090909091,13.590909090909092,48.90909090909091,0.27636363636363637,171.77090909090907
North Western,8438.5,782.7727272727273,39.27272727272727,36.45454545454545,44.123636363636365,622.6409090909092
Northern,2182.581818181818,362.1454545454545,2.7818181818181817,9.854545454545455,2.149636363636364,3.3181818181818183
Sabaragamuwa,7498.772727272727,1450.8181818181818,33.5,45.09090909090909,0.5304545454545454,180.18499999999997
Southern,7167.333333333333,1051.4848484848485,30.78787878787879,36.96969696969697,40.02393939393939,481.5609090909091
Uva,5502.818181818182,1811.6363636363637,15.045454545454545,64.63636363636364,26.492272727272727,3.870909090909091
Western,11006.60606060606,2194.121212121212,35.81818181818182,80.93939393939394,5.623636363636364,434.86848484848485
