month,pm2.5_ug_m3,frp_total,vim,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3
January,14.60547844818182,1.4418181818181817,0.6263636363636365,11119.545454545454,3371.4545454545455,21.611405006363636
February,15.57648116909091,4.217272727272728,0.6008409090909091,11119.545454545454,3371.4545454545455,20.809075334545454
March,18.89758761090909,1.3863636363636365,0.58675,11119.545454545454,3371.4545454545455,19.278889197272726
April,17.925512254545456,1.07,0.5833257576363636,11119.545454545454,3371.4545454545455,17.34164498818182
May,19.74180646,0.0,0.5334242424545454,11119.545454545454,3371.4545454545455,11.287779529454546
June,19.68434824090909,0.0,0.5775530302727273,11119.545454545454,3371.4545454545455,8.312605297636365
July,20.331721241818183,0.0,0.5334545454545454,11119.545454545454,3371.4545454545455,7.948472763545454
August,17.94692556181818,0.2590909090909091,0.5463560606363637,11119.545454545454,3371.4545454545455,8.47224228181818
September,15.410904794545456,0.5627272727272727,0.5591742423636363,11119.545454545454,3371.4545454545455,10.112071810727274
October,14.602285729,0.23545454545454544,0.593810606,11119.545454545454,3371.4545454545455,15.16073843909091
November,16.71210985390909,0.0,0.63325,11119.545454545454,3371.4545454545455,19.919781472727273
December,14.716081930909091,0.2081818181818182,0.6300227272727272,11119.545454545454,3371.4545454545455,21.512592813636363
